gene_name,log_fc,ave_expr,t,p_value,adj_p_val,b
TNF,7.89395256,5.893601891,7.616612487,4.54e-8,1.65e-7,8.656868516
HSPA6,6.873314286,5.820177319,5.787846135,4.35e-6,1.04e-5,4.12955551
DOCK4-AS1,6.851674888,1.53954322699999,3.968492913,5.11321999999999e-4,8.66072e-4,-0.17428953
CAPNS2,6.84647871799999,1.397438379,6.56024999,6.05e-7,1.72e-6,6.13164267799999
LINC00854,6.67253826,2.664994494,6.772466021,3.56e-7,1.06e-6,6.676155446
FCGR1CP,6.61718852,4.087217387,7.029997354,1.88e-7,5.97999999999999e-7,7.29053814
TLR1,6.44833095399999,6.223716357,12.93911276,8.39e-13,1e-11,19.29861778
PARP15,6.39990612299999,3.62253051,7.814320056,2.84e-8,1.08e-7,9.116161957
LOC100419170,6.285472979,3.60688902399999,3.78039495,8.32188e-4,0.001362648,-0.791330008
PTCRA,6.19180146,1.629719595,3.333572175,0.002593911,0.003915373,-1.711672489
ANKRD22,6.180246309,4.77705018,4.650662247,8.55e-5,1.63314e-4,1.263103753
FAM157A,6.164369582,0.748107802,5.535766276,8.37e-6,1.9e-5,3.680198478
TCTEX1D4,6.14335485799999,3.22948307,4.371668362,1.78148e-4,3.24427e-4,0.697246339
CLEC7A,6.082221487,7.077370805,10.04283839,2.05e-10,1.31e-9,13.8560916999999
NAIP,6.074909977,4.504903757,7.933800047,2.14e-8,8.36e-8,9.39153885
FAM157C,6.043034775,0.950137067,4.351464275,1.87858e-4,3.40909e-4,0.762075984
ACPP,6.023855654,2.163284769,5.645178884,6.29e-6,1.45999999999999e-5,3.94135558
FCGR2C,6.01374503299999,2.356648897,3.84125346899999,7.1117e-4,0.001178451,-0.56717457
NAPSB,5.995086204,4.888101741,2.710276703,0.011774362,0.01622949,-3.472171097
HELB,5.95289979399999,2.076551359,5.796284821,4.25e-6,1.01999999999999e-5,4.318217091
HAVCR1,5.928324501,1.987935484,6.19621162899999,1.52e-6,3.98e-6,5.294624288
TFEC,5.910968566,6.48083410299999,17.90664128,4.29e-16,1.48e-14,26.66285161
MMRN1,5.90625729399999,5.669428608,5.747796701,4.82e-6,1.15e-5,3.98665716
ANP32A-IT1,5.89919939,2.725320136,3.545347423,0.00151964299999999,0.002383913,-1.306038892
VENTX,5.877152221,2.398052899,5.464729605,1.01e-5,2.26e-5,3.488572256
TLR5,5.87150819299999,6.072736533,12.75278559,1.16e-12,1.34e-11,19.00130464
TMEM106A,5.863065627,6.073870076,12.12463676,3.58e-12,3.62e-11,17.90539267
LOC101927730,5.85961131399999,3.573522246,4.836314677,5.24e-5,1.03648e-4,1.831444549
IFNLR1,5.855841271,3.218522267,3.522875042,0.001608979,0.002511567,-1.41663759699999
TLR6,5.853432161,6.362518656,15.65979273,1.04e-14,2.18999999999999e-13,23.60597689
FAM177B,5.845093455,3.48707604899999,5.102424537,2.6e-5,5.42999999999999e-5,2.511597151
FCGR1A,5.84418593399999,4.931672195,7.520042626,5.71999999999999e-8,2.03e-7,8.40801248799999
C9orf66,5.83789727299999,2.804276286,7.14806489,1.41e-7,4.6e-7,7.570759551
BNC2,5.833330552,4.85157981,9.583983802,5.37e-10,3.09e-9,12.98652468
CDCP1,5.830299954,3.602237056,6.117028562,1.86e-6,4.8e-6,5.06822639
TNFSF18,5.823385335,1.948137225,2.549514474,0.0170646289999999,0.022933042,-3.466588893
TLR7,5.80850879999999,7.250803831,15.04586202,2.64e-14,4.93e-13,22.7760643999999
FCAR,5.804935082,3.33502823899999,3.842998114,7.07968999999999e-4,0.001173937,-0.655424971
TREML1,5.802778347,5.010996902,9.872721087,2.92e-10,1.8e-9,13.58315523
LINC01468,5.798019272,0.685469257,6.896803768,2.61e-7,8.04e-7,6.911437115
MS4A14,5.794055637,5.159909916,9.200271799,1.23e-9,6.45e-9,12.18247256
LOC148696,5.79332269299999,2.565779564,3.53691797899999,0.001552572,0.002430611,-1.319696657
PTGER4,5.77734597299999,4.95219787399999,5.552990651,8e-6,1.83e-5,3.543190521
CIITA,5.777086935,6.231016201,6.525498195,6.6e-7,1.87e-6,5.848938544
SIGLEC9,5.76309688399999,4.808952801,5.994120196,2.55e-6,6.39e-6,4.671448757
C2-AS1,5.753066283,0.836307425,6.800714466,3.32e-7,9.99e-7,6.697848562
TLR2,5.73663047,7.762871285,12.74190138,1.19e-12,1.35999999999999e-11,18.97522337
LOC105375218,5.734445392,2.740433163,4.513815042,1.22584e-4,2.28870999999999e-4,1.064003445
GPRIN3,5.729303776,5.278129289,6.77133778899999,3.57e-7,1.07e-6,6.59174013299999
TLR3,5.722459855,5.165353891,11.34958298,1.52e-11,1.32e-10,16.45964901
CELF2-AS1,5.71932655299999,3.587934637,3.215416548,0.003481891,0.005153299,-2.175596566
XIRP1,5.715491782,3.82381360399999,2.876627637,0.007947113,0.011205202,-3.01786205899999
KLHL6,5.712057976,6.306002423,10.4330334,9.23e-11,6.49e-10,14.70438573
SIGLEC14,5.702915138,5.719933723,6.644501246,4.9e-7,1.43e-6,6.22633208799999
TLR8,5.693448422,4.189709367,8.299859372,9.17e-9,3.92e-8,10.21956552
CLEC5A,5.688160896,1.576811389,2.538098739,0.017514062,0.0234959639999999,-3.465955346
DLEU7-AS1,5.681627091,3.568534628,5.86222201299999,3.59e-6,8.74e-6,4.428772936
SLC11A1,5.679255787,7.847178062,8.659020358,4.06e-9,1.88e-8,10.7476145
AS-PTPRE,5.666519005,0.888431735,5.099135197,2.62e-5,5.47e-5,2.606688386
HIST1H2BG,5.660155707,1.624800923,3.46384779199999,0.001868673,0.002885454,-1.426105689
SIRPB2,5.650593473,5.088504216,10.09897946,1.83e-10,1.19e-9,14.04428674
LOC100129083,5.648252647,5.857300225,9.305198123,9.76e-10,5.27e-9,12.38016108
SIGLEC7,5.644181657,2.547292749,4.268890497,2.33315e-4,4.17125e-4,0.454724788
CSF2RB,5.63483286,5.870404639,14.10551271,1.18e-13,1.76e-12,21.23529253
LOC101927069,5.6317144710000004,4.116834108,5.52254731,8.66e-6,1.96999999999999e-5,3.523800933
PTPRC,5.628531519,8.424677758,20.74210396,1.22e-17,8e-16,30.38171862
SCIN,5.627927774,6.16131834799999,3.958223641,5.25152e-4,8.87421e-4,-0.769089855999999
KIR3DX1,5.62247566399999,3.001769858,4.794318111,5.85999999999999e-5,1.14905e-4,1.759340532
ARRDC5,5.614366192,3.78498841199999,6.18064654,1.58e-6,4.13e-6,5.204367845
CD84,5.612041005,8.565244144,21.38203755,5.77e-18,4.45e-16,31.11349315
GPR65,5.603385453,3.83873935,4.484808789,1.32307999999999e-4,2.45757e-4,0.886324190999999
SLC37A2,5.587375303,6.17475928299999,9.09039647,1.56e-9,7.97e-9,11.88929039
TMEM236,5.58294751,3.64908240899999,3.04454294899999,0.005299353,0.007656212,-2.611820373
FGF20,5.582250019,2.768435044,6.434447166,8.31e-7,2.3e-6,5.867255807
MAMDC2,5.57281658899999,4.027227991,5.155710937,2.26e-5,4.77999999999999e-5,2.59565396
CCR5,5.559656217,3.681421067,4.624285812,9.15999999999999e-5,1.74172e-4,1.258553951
LINC01160,5.542118256,2.570349377,8.561015427,5.06e-9,2.29999999999999e-8,10.74010701
C9orf106,5.53102058,0.535378934,5.60784986,6.93e-6,1.6e-5,3.85690373699999
MSLN,5.518812155,4.26177633399999,6.681574079,4.46e-7,1.31e-6,6.416113436
F2RL1,5.50977077,3.418760315,6.581965276,5.73e-7,1.64e-6,6.214445807
LINC01410,5.507911935,3.733460106,5.536847832,8.34e-6,1.9e-5,3.595069161
TLR10,5.507078872,6.17284362,10.58992945,6.74e-11,4.9e-10,15.01487708
AANAT,5.504792752,3.91311366,5.98309523299999,2.63e-6,6.56e-6,4.705035323
FKSG29,5.503011634,-0.287082518,3.895014615,6.18768e-4,0.001033912,-0.329267313
HIST2H2AC,5.502587247,0.343209444,3.876989089,6.48351e-4,0.001080176,-0.38492727
RPGRIP1,5.502399401,2.80572126899999,5.277628691,1.64e-5,3.54999999999999e-5,2.991858679
TNFSF8,5.499895808,4.197371088,10.47843483,8.43e-11,5.99e-10,14.76071645
SIGLEC11,5.495875436,4.955210762,8.500990425,5.8e-9,2.6e-8,10.65167616
CXorf21,5.49174995299999,4.42826494,8.110552505,1.42e-8,5.76e-8,9.78763795299999
LOC102724323,5.485484634,1.817957953,8.427915942,6.85e-9,3.01e-8,10.3975893
FCGR1B,5.485428473,4.254054033,8.605901803,4.57e-9,2.09e-8,10.89748089
HPSE,5.467470517,5.279054358,4.504893602,1.25496e-4,2.3406e-4,0.759904407
LY75,5.46464002299999,5.888412426,13.56237198,2.89e-13,3.86e-12,20.36509996
CD180,5.463650358,5.227697759,9.30693608,9.72e-10,5.26e-9,12.40446501
ADAM28,5.459919062,8.666204119,18.76033554,1.39999999999999e-16,5.5e-15,27.98146487
IL10,5.454577978,1.660250614,3.977162447,4.99926e-4,8.48287e-4,-0.216733793
FRRS1,5.438475162,1.80282678699999,3.117379693,0.00443459,0.00647606,-2.270633779
CMKLR1,5.436804762,6.15397969299999,10.00304741,2.23e-10,1.40999999999999e-9,13.83330135
IGSF6,5.42274077299999,5.617435756,11.18638992,2.08999999999999e-11,1.75e-10,16.17979885
S100Z,5.398837036,1.97811066099999,7.975836749,1.94e-8,7.65e-8,9.435259882
LINC01907,5.397817765,1.99404741199999,5.762918419,4.64e-6,1.11e-5,4.227088542
CLEC17A,5.397573958,3.77485326199999,4.7249579,7.03e-5,1.36142e-4,1.486411441
REL,5.395495104,7.019577146,9.742004766,3.83999999999999e-10,2.28999999999999e-9,13.2062327
MRC1,5.394280204,7.419007558,6.28172781,1.22e-6,3.27e-6,5.092005445
ITGAL,5.363447803,6.524182174,9.725970169,3.96999999999999e-10,2.36e-9,13.19470353
MS4A6A,5.355445775,4.007589873,2.258050058,0.032610706,0.0421149679999999,-4.352527206
RUNX1,5.35164518,7.758227747,18.52166043,1.89999999999999e-16,7.25999999999999e-15,27.66225774
CCL3L1,5.349934666,7.669627505,7.01511604799999,1.95e-7,6.17e-7,6.79188244299999
LILRB1,5.342484754,6.27004775,14.31582151,8.36e-14,1.31e-12,21.61769712
EBLN2,5.33911934399999,1.997357164,6.637478415,4.97999999999999e-7,1.45e-6,6.358354932
C20orf197,5.333298716,3.290517508,6.891901802,2.64e-7,8.13e-7,6.959997844
PDCD1LG2,5.328496155,3.388865696,8.802661587,2.93999999999999e-9,1.40999999999999e-8,11.31311215
BMF,5.316754319,4.872646746,5.890496213,3.33e-6,8.18e-6,4.376260348
LINC00264,5.315922972,1.82623349699999,7.455725976,6.68e-8,2.33999999999999e-7,8.260935403
ANKRD36BP1,5.314856592,4.25517371199999,5.39722676799999,1.2e-5,2.66e-5,3.17803044399999
CCL4,5.313935873,6.87051301299999,5.737685039,4.95e-6,1.17e-5,3.640564659
RGS1,5.311291735,9.122604086,8.163890001,1.26e-8,5.17e-8,9.499180961
TMEM150B,5.309132005,0.729209911,6.257843176,1.3e-6,3.46e-6,5.430002751
SPTLC3,5.305666133,3.879727375,8.754475738,3.27999999999999e-9,1.55e-8,11.21787536
RAB39A,5.302271955,3.372651325,7.1615715,1.36e-7,4.47e-7,7.60478877299999
HSPA7,5.299689065,3.436079214,3.93318295199999,5.60441e-4,9.42908e-4,-0.490655819
CCL3,5.297950716,7.57161143299999,6.82749148,3.1e-7,9.41e-7,6.32834543799999
FCGR3B,5.29767276,1.912613286,3.275166961,0.00300139,0.004486948,-1.94432598699999
SIGLEC16,5.297323515,1.705970829,9.244675519,1.11e-9,5.92e-9,12.08531314
SPN,5.297055908,5.363105789,8.794019111,3e-9,1.44e-8,11.27870717
CCR1,5.292865007,7.13646023299999,12.22372914,2.99e-12,3.09999999999999e-11,18.0540539
CD300LB,5.289814268,1.873982505,5.813370411,4.07e-6,9.81e-6,4.353609963
LINC01909,5.288713716,2.316610428,6.658484163,4.72999999999999e-7,1.38e-6,6.411234936
LOC101929331,5.287381402,2.581158588,8.209529539,1.12999999999999e-8,4.71e-8,9.985554355
ANKRD44-IT1,5.283260498,0.601139483,4.763435947,6.35e-5,1.23934e-4,1.77739665
RUNX2,5.280995363,6.423294755,12.50949754,1.79e-12,1.94e-11,18.60082416
RHOH,5.280760675,2.853696375,6.253079844,1.32e-6,3.49e-6,5.415348737
TAGAP,5.279404016,6.62327016,12.36142384,2.33e-12,2.48e-11,18.32974408
CLEC19A,5.274816083,2.383989415,3.98090417699999,4.95085e-4,8.40768999999999e-4,-0.271144523
DAPP1,5.274564745,4.144506463,10.37738888,1.03e-10,7.16e-10,14.57442802
ADAMTSL4-AS1,5.260903185,2.296517276,4.239375484,2.52083e-4,4.47815999999999e-4,0.389724131
CD69,5.258429602,3.35773883899999,2.945434361,0.00673774099999999,0.009599038,-2.844520521
ATP8B4,5.255423847,7.057554595,20.96530844,9.35e-18,6.43e-16,30.5347722
LINC01480,5.249454275,3.544812626,6.49804951,7.07e-7,1.99e-6,5.992610592
OSM,5.244638925,4.63845729699999,4.503746959,1.25876e-4,2.34695999999999e-4,0.806755429
TMEM154,5.238343459,3.63570077899999,8.674357573,3.92e-9,1.82e-8,11.04451396
HIST2H2AB,5.236784711,-0.288672712,3.32994530399999,0.002617575,0.00395060799999999,-1.660467207
C5AR2,5.236583875,3.700007022,6.911151472,2.52e-7,7.78e-7,6.994018078
ZFPM2-AS1,5.236520226,0.88248058,6.03080825799999,2.32e-6,5.87e-6,4.888811938
CD300LF,5.232600651,3.294293125,3.964704538,5.16382e-4,8.738e-4,-0.396034492
IL1A,5.229824706,3.75100069399999,4.14467695399999,3.22995e-4,5.64576e-4,-0.002153568
TBC1D3P1-DHX40P1,5.226063238,2.892635573,9.991069233,2.28e-10,1.44e-9,13.69071604
CD300C,5.218983218,3.718178106,10.62443347,6.29e-11,4.63e-10,15.02006873
LOC729737,5.204049516,6.052018647,10.91588616,3.53e-11,2.8e-10,15.65300091
KCNJ5,5.18888491,3.709709235,3.122571311,0.004378411,0.006400856,-2.466588759
RIPK3,5.184505497,4.15669188,15.99413625,6.3e-15,1.42e-13,23.69821129
PTGER4P2-CDK2AP2P2,5.175130954,2.961994956,4.743298838,6.7e-5,1.30335e-4,1.60942444699999
WDFY4,5.166226985,7.481072779,16.9488183999999,1.59e-15,4.54e-14,25.56135177
C5orf58,5.158672092,3.482701651,6.335483722,1.07e-6,2.89e-6,5.58854900799999
B3GNT5,5.15848001,7.975067563,16.5581109,2.78e-15,7.26e-14,25.00884459
CTLA4,5.155522307,2.119010006,7.17180322,1.33e-7,4.37e-7,7.626050005
PTAFR,5.152905056,7.62529471899999,12.18237247,3.22999999999999e-12,3.3e-11,17.93275644
ADGRE2,5.148524906,4.44330413,3.32102762899999,0.002676651,0.004035314,-2.11935174
CYBB,5.147815286,9.32464773,19.91687009,3.27e-17,1.68999999999999e-15,29.42320834
GPR34,5.146637064,8.812440654,15.15621042,2.23e-14,4.26e-13,22.91045842
SERPINB9P1,5.144853822,3.260973452,4.848963464,5.07e-5,1.00412999999999e-4,1.853022826
CACNA2D4,5.144566983,3.54240092,8.153782994,1.28e-8,5.26999999999999e-8,9.89193451299999
CD226,5.142848575,3.23985549699999,7.00434015,2e-7,6.31e-7,7.225866278
ARL11,5.14250757199999,3.48933501,11.17153796,2.15e-11,1.79e-10,16.02328588
NABP1,5.142202159,5.815908379,10.80016939,4.43e-11,3.40999999999999e-10,15.43480667
PIK3CG,5.138480427,5.918049364,11.78558822,6.7e-12,6.28e-11,17.30018746
LOC100506142,5.134522994,1.967893575,5.938611108,2.94e-6,7.28e-6,4.661447569
GPR84,5.131453078,3.067466017,4.099059265,3.63879e-4,6.31373e-4,-0.041057732
PSTPIP2,5.128057696,4.015287531,5.83630779799999,3.83e-6,9.29e-6,4.305409208
ALPK1,5.117124587,6.022186016,16.58718144,2.66e-15,7.09e-14,24.95331479
LILRA2,5.116671016,5.113470313,8.77793346799999,3.11e-9,1.48e-8,11.24738909
SCIMP,5.111482871,4.49720409,6.93007707,2.41e-7,7.47e-7,6.988758719
CCL3L3,5.107224049,6.489464147,5.04681674899999,3.01e-5,6.21e-5,1.87108323
HIST2H2BF,5.104415984,-0.191057885,5.259023255,1.71999999999999e-5,3.72e-5,3.003587246
CD86,5.083840746,7.031798851,16.26682439,4.23e-15,1.03e-13,24.59263881
SP140,5.070727041,3.743192317,9.16276274799999,1.33e-9,6.92e-9,12.09366085
TMEM156,5.062623608,5.630419889,7.217140302,1.19e-7,3.95e-7,7.567069896
RNASE2,5.051547967,2.219711572,3.824460422,7.4272e-4,0.001226106,-0.66677441
PIK3R5,5.050224508,7.38186234899999,20.25945569,2.16e-17,1.27e-15,29.79005655
PLBD1,5.046294741,3.923522408,6.727003292,3.98e-7,1.18e-6,6.522634008
LOC101928304,5.044550415,2.749220462,4.579545377,1.03105e-4,1.9451e-4,1.176949303
ITGB3,5.038768355,4.205200662,5.337730373,1.4e-5,3.07e-5,2.999568096
TTN-AS1,5.031402833,2.768348108,6.59331749899999,5.57e-7,1.6e-6,6.247051087
SERPINA1,5.028286586,6.69929763799999,9.277631944,1.04e-9,5.56e-9,12.17456584
DPRXP4,5.021362088,2.178825276,5.88274946799999,3.4e-6,8.33e-6,4.51449384
TRPC2,5.020256955,1.049463842,6.14037411,1.75e-6,4.54e-6,5.156934863
SLFN12,5.016303129,2.844158496,7.248995623,1.1e-7,3.67999999999999e-7,7.812254755
FPR2,5.013628731,1.475807387,3.225158788,0.003398783,0.005038784,-2.023739252
SUCNR1,5.011620613,4.493046699,6.24119557799999,1.36e-6,3.59e-6,5.280171935
LINC00578,5.005592919,1.203450424,3.135114272,0.004245482,0.00621687,-2.209846067
MB21D1,5.003340745,3.485689186,8.597405067,4.66e-9,2.13e-8,10.87462417
RBM47,5.00301043699999,6.176174937,14.58781233,5.41e-14,9.07e-13,22.05171837
DOCK11,5.001728155,6.117845837,13.92377438,1.58e-13,2.31e-12,20.98737705
MS4A7,4.99525304,7.649376629,14.27597137,8.92e-14,1.38e-12,21.54529957
PIK3R6,4.989194769,5.006578097,10.37136938,1.05e-10,7.23e-10,14.5947921
APOC4,4.98804990399999,0.612553601,8.170154104,1.24e-8,5.11e-8,9.756827846
ACSM5,4.984118011,5.395259742,9.76150056,3.69e-10,2.21e-9,13.34794652
SAMSN1,4.98358357899999,6.874065074,16.19639004,4.67999999999999e-15,1.11999999999999e-13,24.48822239
C3AR1,4.980890027,8.377902486,15.99691248,6.27e-15,1.42e-13,24.18506476
PLXDC2,4.980344464,9.64042841299999,23.76490159,4.27e-19,5.77e-17,33.69006245
OCLM,4.97066909,0.602624854,4.956685131,3.82e-5,7.72e-5,2.251185008
SFT2D2,4.970103918,2.981373928,5.580401359,7.45e-6,1.71e-5,3.7137998
ARL5C,4.965602926,1.216306595,4.645379767,8.66999999999999e-5,1.65474e-4,1.459447164
CEACAM21,4.96297615199999,3.745398867,11.48956373,1.17e-11,1.03999999999999e-10,16.65093565
ELF4,4.960154329,5.597358734,18.12087124,3.22e-16,1.14e-14,26.88942706
FCGR2A,4.95221440399999,7.083634626,12.10098247,3.74e-12,3.76e-11,17.81133643
DOCK8,4.948254953,8.692671906,18.84264963,1.26e-16,5.04e-15,28.08819261
C16orf54,4.946569473,3.678324263,7.66062298,4.08999999999999e-8,1.5e-7,8.759761147
LAIR1,4.940951656,7.884674087,19.26601334,7.33e-17,3.18999999999999e-15,28.61596734
AOAH,4.94089235899999,6.85298949,12.04133679,4.17e-12,4.13e-11,17.71567758
MS4A4A,4.934058824,4.2817319289999904,4.173557257,2.99497e-4,5.25744e-4,0.009404548
SLC16A5,4.929384873,3.80567888,10.81537355,4.3e-11,3.32e-10,15.4018529
CPED1,4.92881411,5.895381143,8.220099839,1.1e-8,4.61e-8,9.91514842
IL1RN,4.923916288,3.024402752,3.274873558,0.003003585,0.004488593,-2.07779851
CLDN7,4.923799031,2.877728971,4.988951161,3.51e-5,7.14e-5,2.226151059
CPVL,4.922709079,6.668428806,10.10989897,1.78e-10,1.16999999999999e-9,13.94967649
FPR1,4.918884304,7.751922228,10.19316271,1.5e-10,1e-9,14.0244711
SNX20,4.918872318,3.45014460899999,5.085275056,2.72e-5,5.67e-5,2.407709244
